kode_kegiatan,kode_eselon,nama_kegiatan,tahun_kegiatan,kode_tim_kerja,detail_anggota_tim,detail_informasi_penting,detail_jadwal,timestamp,nip_pegawai,flag_kabkot,pjk_1100,pjk_1101,pjk_1102,pjk_1103,pjk_1104,pjk_1105,pjk_1106,pjk_1107,pjk_1108,pjk_1109,pjk_1110,pjk_1111,pjk_1112,pjk_1113,pjk_1114,pjk_1115,pjk_1116,pjk_1117,pjk_1118,pjk_1171,pjk_1172,pjk_1173,pjk_1174,pjk_1175,created_at,updated_at
V33nXUkaYYJ,2024s104,Survei Perusahaan Perkebunan,2025,2025s104,"<p>Hendra Gunawan</p>
<p>Raiski Ramadhoni</p>","<ul>
<li>Survei Perusahaan Perkebunan merupakan kegiatan pengumpulan data perkebunan yang dilakukan pada seluruh perusahaan perkebunan yaitu data&nbsp;Perusahaan Perkebunan Negara dan data Perusahaan Perkebunan Swasta di&nbsp;wilayah Republik Indonesia.</li>
<li>Pengumpulan data perusahaan perkebunan&nbsp;dilakukan secara online yang disebut dengan Sedia Data Perusahaan Perkebunan&nbsp;melalui aplikasi SKB Online (SEDAPP Online).</li>
<li>Pengumpulan data Survei Perusahaan Perkebunan dilakukan dengan periode bulanan&nbsp;(Sedapp Online) dan tahunan (SKB Tahunan) dengan Output Luas Tanaman dan Produksi Komoditas.</li>
<li>Jadwal dan direktori Sedapp Online untuk target pencacahan 2025 dapat dilihat pada tautan <a href=""https://s.bps.go.id/direktori_sedap2024"">https://s.bps.go.id/direktori_sedapp2024</a></li>
<li>Jadwal dan direktori SKB Tahunan untuk target pencacahan 2025 dapat dilihat pada tautan <a href=""https://s.bps.go.id/direktori_sedap2024"">https://s.bps.go.id/direktori_skb2024</a></li>
<li>Input Data Sedapp Online bulanan dilakukan pada alamat: <a href=""https://skb.bps.go.id/pb"">https://skb.bps.go.id/pb</a></li>
<li>Input data SKB Tahunan dilakukan pada alamat: <a href=""https://pengolahan.bps.go.id/produksi/perkebunan/SKB_tahunan"">https://pengolahan.bps.go.id/produksi/perkebunan/SKB_tahunan</a></li>
</ul>","<ul>
<li>Pengumpulan, Pemeriksaan, dan Pengolahan Data : Setiap Bulan</li>
<li>Tabulasi Data: Angka Tetap 2024 (Mei 2024) dan Angka Sementara 2025 ( September 2025)</li>
</ul>
<p>&nbsp;</p>",2025-07-25 15:46:39,198605212006041003,1,,,,,,,,,,,,,,,,,,,,,,,,,,
vbNDOoEoJoB,2024s101,Pemenuhan Permindok BPK RI,2024,2024s101,"<p>PIC : Edo Mara Nasution</p>
<p>Anggota : Tim Umum dan Tim Teknis Kegiatan</p>",<p>Sebagai tindak lanjut atas pemenuhan permintaan dokumen BPK RI dalam rangka pemeriksaan terinci atas Laporan Keuangan Tahun 2023 pada Badan Pusat Statistik</p>,<p>Periode Januari s/d Juni&nbsp;</p>,2024-02-19 16:54:42,198306172005021001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
vBXTF705GLl,2024s105,Survei Karakteristik Usaha/Business Characteristic Survey (SKU),2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Effendy</p>
<p>Anggota&nbsp; &nbsp; : Cut Sandra&nbsp;</p>",<p>Link Dashboard:&nbsp;</p>,"<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan/Briefing Innas dan Petugas</td>
<td>&nbsp; Juni 2024</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>&nbsp; Juli - Agustus 2024</td>
</tr>
</tbody>
</table>",2024-02-06 11:00:43,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
vF8um5cBHbj,2024s104,Survei Komoditas Industri Manufaktur (SKIM),2024,2024s104,"<p><strong>Melly</strong></p>
<p>Rodiah</p>",<p>Survei Komoditas Industri Manufaktur merupakan kegiatan survei baru yang mulai dilaksanakan tahun 2024.&nbsp;</p>,<p><strong>Pencacahan : </strong>Mei 2024</p>,2024-02-15 11:02:42,198604222009022005,0,,,,,,,,,,,,,,,,,,,,,,,,,,
vh2bLCdctjX,2024s107,Pemenuhan SPIP,2024,2024s108,"<p>Ketua : <strong>Yan Yan Gustiana</strong></p>
<p>Anggota :</p>
<p>Maulizasari</p>
<p>Mazaya Alifah Syadzwina</p>
<div class=""hc-details hc-details-open-top"">
<div>Rodiah</div>
<div>Tasdik Ilhamudin</div>
<div>Wahdini</div>
<div>Ferfi Hamdina</div>
<div>Reza Rezki Pulungan</div>
<div>Teti Safrida Purba</div>
<div>&nbsp;</div>
<div>&nbsp;</div>
</div>","<p>Pemenuhan dokumen pendukung SPIP</p>
<p><a title=""SPIP"" href=""https://drive.bps.go.id/apps/files/?dir=/%5B02.%20Share%20-%20BPS%20Provinsi%20Aceh%5D/08%20Tim%20Tranformasi%20dan%20Budaya%20Organisasi/SPIP&amp;fileid=61367680"">SPIP</a></p>",<p>Sosialisasi Mitigasi Risiko : September 2024</p>,2024-10-04 11:06:24,199509142019032002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
VPzJF3jMUrA,2024s103,Survei Sosial Ekonomi Nasional (SUSENAS)2025,2025,2025s102,"<p><strong>Ketua </strong>Tim: Abd.Hakim<br><strong>PJK</strong>:Subhan &nbsp;&nbsp;<br><strong>Anggota</strong>: Juliana,Naura,M.Ridha,Darwis,Alfi,Ismaturahmi,Maulidya</p>","<p><span data-huuid=""1427780944387654098"">SUSENAS adalah singkatan dari&nbsp;<mark class=""QVRyCf"">Survei Sosial Ekonomi Nasional</mark>.&nbsp;</span><span data-huuid=""1427780944387656497"">Ini adalah survei rutin yang dilakukan oleh Badan Pusat Statistik (BPS) untuk mengumpulkan data sosial ekonomi rumah tangga di seluruh Indonesia.&nbsp;</span><span data-huuid=""1427780944387654800"">Data ini digunakan untuk berbagai keperluan, termasuk perencanaan dan evaluasi program pembangunan, serta penyediaan indikator untuk Tujuan Pembangunan Berkelanjutan (TPB)&nbsp;<a class=""uVhVib"" href=""https://mappikab.bps.go.id/id/news/2025/01/13/3/survei-sosial-ekonomi-nasional--susenas--maret-dan-seruti-triwulan-i-2025.html"" data-jsarwt=""1"" data-usg=""AOvVaw33aSIn7vbT3VsVHQlWRkRG"" data-ved=""2ahUKEwjTjNX_jtqOAxVzUWwGHTNfJvwQjJEMegQIHhAB"">seperti yang disebutkan oleh Badan Pusat Statistik Indonesia</a></span></p>
<p><span data-huuid=""1427780944387654800"">Secara rinci susenas bertujuan : Meliputi informasi tentang pendidikan, kesehatan, perumahan, konsumsi/pengeluaran, dan berbagai aspek sosial ekonomi lainnya dari rumah tangga.</span></p>
<p><span data-huuid=""1427780944387654800"">Data SUSENAS digunakan sebagai dasar dalam penyusunan rencana pembangunan nasional dan daerah, serta untuk mengevaluasi efektivitas program-program pembangunan yang telah berjalan.</span></p>
<p><span data-huuid=""1427780944387654800"">SUSENAS menghasilkan berbagai indikator penting seperti kemiskinan, Indeks Pembangunan Manusia (IPM), dan rasio gini, yang digunakan untuk mengukur tingkat kesejahteraan masyarakat.<span class=""pjBG2e"" data-cid=""a9bf4f05-fb47-46ab-be12-7fdcb33bd5e5""><span class=""UV3uM"">&nbsp;</span></span></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>","<table style=""border-collapse: collapse; width: 593px;"" border=""0"" width=""515"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 384.5px;"" width=""346""> <col style=""width: 207.5px;"" width=""169""> </colgroup>
<tbody>
<tr style=""height: 14.5pt;"">
<td class=""xl65"" style=""height: 14.5pt; width: 260pt; text-align: center;"" width=""346"" height=""19""><strong>Kegiatan</strong></td>
<td class=""xl66"" style=""width: 127pt; text-align: center;"" width=""169""><strong>Jadwal</strong></td>
</tr>
<tr style=""height: 14.5pt;"">
<td class=""xl63"" style=""height: 14.5pt;"" height=""19""><span style=""font-variant: normal;"">Pemutakhiran rumah tangga pada blok sensus Susenas</span></td>
<td>1 &ndash;6 Februari 2025</td>
</tr>
<tr style=""height: 29.0pt;"">
<td class=""xl64"" style=""height: 29.0pt; width: 260pt;"" width=""346"" height=""39"">Pengawasan dan pemeriksaan hasil<br>pemutakhiran rumah tangga</td>
<td>1 &ndash;6 Februari 2025</td>
</tr>
<tr style=""height: 29.0pt;"">
<td class=""xl64"" style=""height: 29.0pt; width: 260pt;"" width=""346"" height=""39"">Entry data hasil pemutakhiran rumah<br>tangga</td>
<td>2&ndash;8 Februari 2025</td>
</tr>
<tr style=""height: 14.5pt;"">
<td class=""xl63"" style=""height: 14.5pt;"" height=""19"">Penarikan sampel rumah tangga</td>
<td>2&ndash;8 Februari 2025</td>
</tr>
<tr style=""height: 14.5pt;"">
<td class=""xl63"" style=""height: 14.5pt;"" height=""19"">Pendataan rumah tangga sampel</td>
<td>8&ndash;27 Februari 2025</td>
</tr>
<tr style=""height: 14.5pt;"">
<td class=""xl63"" style=""height: 14.5pt;"" height=""19"">Pengawasan/pemeriksaan</td>
<td>8&ndash;27 Februari 2025</td>
</tr>
<tr style=""height: 29.0pt;"">
<td class=""xl64"" style=""height: 29.0pt; width: 260pt;"" width=""346"" height=""39"">Monitoring pendataan dengan<br>menggunakan website</td>
<td>11 &ndash;27 Februari 2025</td>
</tr>
<tr style=""height: 29.0pt;"">
<td class=""xl64"" style=""height: 29.0pt; width: 260pt;"" width=""346"" height=""39"">Penyerahan hasil pendataan ke BPS<br>Kab/Kota</td>
<td>12 Februari&ndash;6 Maret 2025</td>
</tr>
<tr style=""height: 14.5pt;"">
<td class=""xl63"" style=""height: 14.5pt;"" height=""19"">&nbsp;</td>
<td>&nbsp;</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>",2025-07-26 15:37:33,198109132006021001,1,,,,,,,,,,,,,,,,,,,,,,,,,,
vTl3HlDYil5,2024s106,Survey Khusus Triwulanan Neraca Produksi (SKTNP) Barang dan Jasa,2025,2025s106,"<p>PJK:</p>
<p>Maulizasari, S.Stat</p>","<p>PDB merupakan indikator yang digunakan untuk melihat pertumbuhan perekonomian Indonesia. Dalam menyusun PDB, diperlukan data harga dan produksi dari barang dan jasa. Karena data harga dan produksi tidak selalu tersedia untuk triwulanan, maka diperlukan survei khusus untuk mencari indikator produksi setiap triwulanannya</p>",NULL,2025-07-24 11:06:51,198910212010122006,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Vz8dy33vBEO,2024s102,Web KOTAK,2024,2024s105,"<p>Ketua Tim: Fitral</p>
<p>PJK : Ichsan&nbsp;</p>
<p>Anggota:</p>
<ul>
<li>Hafidz</li>
<li>Nelvi</li>
<li>Zukra</li>
<li>Andi&nbsp;</li>
<li>Gunadi</li>
</ul>","<p>link : <a href=""https://qna.bpsaceh.com/"" target=""_blank"" rel=""noopener"">qna.bpsaceh.com</a></p>",<p>Rilis :&nbsp;</p>,2024-08-20 10:58:01,199501232018021001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
wAHqDZVQFtC,2024s105,"Penyusunan Publikasi ""Nilai Tukar Petani""",2025,2025s103,"<p>Akhmad Sugito</p>
<p>Dwi Susanti</p>
<p>Mega Thursina</p>","<p class=""MsoNormal"" style=""margin-right: .3pt; text-align: justify; line-height: 150%; tab-stops: 54.0pt;""><span lang=""SV"" style=""font-size: 10.0pt; mso-bidi-font-size: 11.0pt; line-height: 150%; font-family: 'Verdana',sans-serif; mso-ansi-language: SV;"">Publikasi ""Nilai Tukar Petani (NTP) Provinsi Aceh 2024"" merupakan kelanjutan dari publikasi yang diterbitkan oleh Badan Pusat Statistik Provinsi Aceh. Data-data yang disajikan dalam publikasi ini mencakup lima subsektor yaitu: tanaman pangan, tanaman hortikultura, tanaman perkebunan rakyat, peternakan, dan perikanan. Publikasi ini berdasarkan tahun dasar 2018 yang tersaji dalam dua tahun yaitu 2023 dan 2024. </span><span lang=""SV"" style=""font-size: 10.0pt; mso-bidi-font-size: 11.0pt; font-family: 'Verdana',sans-serif; mso-fareast-font-family: 'Times New Roman'; mso-bidi-font-family: 'Times New Roman'; mso-ansi-language: SV; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Di samping menyajikan data indeks harga yang diterima petani, indeks harga yang dibayar petani, dan nilai tukar petani, publikasi ini juga menyajikan konsep definisi, metodologi dan penjelasan mengenai diagram timbang yang digunakan dalam penyusunan NTP</span></p>",NULL,2025-03-06 8:22:53,198410312008011005,0,,,,,,,,,,,,,,,,,,,,,,,,,,
wBMvH50bTcd,2024s101,Pengelolaan Database Pengguna Data untuk Peningkatan Literasi Data secara berkelanjutan,2024,2024s108,<p>Kahar Muzakar</p>,<p>Terselenggaranya Pengelolaan Digitalisasi Layanan dan Inovasi Peningkatan Hubungan dengan Pengguna Data secara berkualitas dan berkelanjutan</p>,<p>2024</p>,2024-02-23 9:15:20,199607132019012002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
wcpPWxg8xcj,2024s103,Survei Penduduk Antar Sensus (SUPAS) 2025,2025,2025s102,"<p><strong>Ketua </strong>Tim: Abd.Hakim<br><strong>PJK</strong>:Juliana &nbsp; &nbsp;<br><strong>Anggota</strong>: Naura,M.Ridha,Darwis,Alfi,Ismaturahmi,Maulidya</p>","<p><span data-huuid=""5010011488722627408"">Survei Penduduk Antar Sensus (SUPAS) adalah&nbsp;<mark class=""QVRyCf"">kegiatan survei yang dilakukan oleh Badan Pusat Statistik (BPS) untuk memperbarui data kependudukan dan mendapatkan informasi tentang karakteristik penduduk di antara dua Sensus Penduduk</mark>.&nbsp;</span><span data-huuid=""5010011488722626611"">SUPAS membantu dalam memperkirakan jumlah, distribusi, dan komposisi penduduk, serta menyediakan data untuk berbagai indikator demografi dan perencanaan pembangunan.<span class=""pjBG2e"" data-cid=""f916d7a2-f3ad-4f59-9f5d-e86ce09caf58""><span class=""UV3uM"">&nbsp;</span></span></span></p>
<p><span data-huuid=""5010011488722626611"">Tujuan Utama adalah : Mengumpulkan data penduduk dan indikator demografi (seperti kelahiran, kematian, dan migrasi) untuk mengisi kesenjangan informasi antara dua Sensus Penduduk.</span></p>
<p><strong>Dasboard Monitoring (Hanya dapat diakses oleh akun yang terdaftar)</strong>&nbsp;:&nbsp;<a href=""https://fasih-dashboard.bps.go.id/login/"">https://fasih-dashboard.bps.go.id</a></p>
<p><strong>Dashboard Evaluasi (Hanya dapat diakses oleh akun yang terdaftar)</strong>:&nbsp;<a href=""https://fasih-sm.bps.go.id/"">https://fasih-sm.bps.go.id</a>&nbsp;</p>","<div dir=""ltr"" align=""left"">
<table><colgroup><col width=""44""><col width=""369""><col width=""210""></colgroup>
<tbody>
<tr>
<td style=""text-align: center;"">
<p dir=""ltr""><strong>No.</strong></p>
</td>
<td style=""text-align: center;"">
<p dir=""ltr""><strong>Kegiatan</strong></p>
</td>
<td style=""text-align: center;"">
<p dir=""ltr""><strong>Jadwal</strong></p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">1.</p>
</td>
<td>
<p dir=""ltr"">Penyusunan kuesioner</p>
</td>
<td>
<p dir=""ltr"">Januari - April 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">2.</p>
</td>
<td>
<p dir=""ltr"">Penyusunan buku pedoman</p>
</td>
<td>
<p dir=""ltr"">Januari &ndash; April 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">3.</p>
</td>
<td>
<p dir=""ltr"">Penyempurnaan CAPI</p>
</td>
<td>
<p dir=""ltr"">Januari - April 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">4.</p>
</td>
<td>
<p dir=""ltr"">Penyusunan Bahan ajar</p>
</td>
<td>
<p dir=""ltr"">Februari - April 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">5.</p>
</td>
<td>
<p dir=""ltr"">Workshop Instruktur Utama (Intama)</p>
</td>
<td>
<p dir=""ltr"">April 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">6.</p>
</td>
<td>
<p dir=""ltr"">Pelatihan Instruktur Nasional (Innas)</p>
</td>
<td>
<p dir=""ltr"">Mei 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">7.</p>
</td>
<td>
<p dir=""ltr"">Pelatihan Petugas</p>
</td>
<td>
<p dir=""ltr"">Jun 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">8.</p>
</td>
<td>
<p dir=""ltr"">Pemutakhiran</p>
</td>
<td>
<p dir=""ltr"">11-30 Juni 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">9</p>
</td>
<td>
<p dir=""ltr"">Pendataan Lapangan</p>
</td>
<td>
<p dir=""ltr"">1-31 Juli 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">10.</p>
</td>
<td>
<p dir=""ltr"">Pengawasan pelaksanaan lapangan</p>
</td>
<td>
<p dir=""ltr"">11 Juni s.d 31 Juli 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">11.</p>
</td>
<td>
<p dir=""ltr"">Monitoring dan evaluasi via dashboard dynamic</p>
</td>
<td>
<p dir=""ltr"">11 Juni s.d 31 Juli 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">12.</p>
</td>
<td>
<p dir=""ltr"">Evaluasi Data</p>
</td>
<td>
<p dir=""ltr"">Juni - September 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">13.</p>
</td>
<td>
<p dir=""ltr"">Finalisasi Data</p>
</td>
<td>
<p dir=""ltr"">Oktober 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">14.</p>
</td>
<td>
<p dir=""ltr"">Penghitungan Indikator</p>
</td>
<td>
<p dir=""ltr"">Oktober - November 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">15.</p>
</td>
<td>
<p dir=""ltr"">Evaluasi Indikator</p>
</td>
<td>
<p dir=""ltr"">Oktober - November 2025</p>
</td>
</tr>
<tr>
<td>
<p dir=""ltr"">16.</p>
</td>
<td>
<p dir=""ltr"">Rilis Hasil SUPAS 2025</p>
</td>
<td>
<p dir=""ltr"">Desember 2025</p>
</td>
</tr>
</tbody>
</table>
</div>
<p>&nbsp;</p>",2025-07-26 15:28:01,198109132006021001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
WD7TLRc7UKe,2024s101,Pengelolaan Implementasi Rencana Aksi Manajemen Perubahan Tahun 2024,2024,2024s108,"<p>Ketua : <strong>Yan Yan Gustiana</strong></p>
<p>CC : <strong>Hendra Gunawan</strong></p>
<p>CA :</p>
<p>Wira Junardi</p>
<p>Fikri</p>
<p>Muhammad Hafidz Al Ahmad Bit</p>
<p>Maulizasari</p>
<p>Mazaya Alifah Syadzwina</p>
<p>Anandika Dian Pramesti</p>
<p>&nbsp;</p>","<ol>
<li>Kegiatan Berapi (Briefing Rabu Pagi) dilakukan setiap hari rabu pagi bersama pimpinan dan seluruh pegawai BPS Provinsi Aceh maupun kabupaten/kota <em><a href=""https://drive.bps.go.id/s/iqNYorG3PF56jcL?path=%2FBERAPI"">BERAPI</a></em></li>
<li><em>SK dan Surat Tugas CAN periode 2024 BPS Aceh <a href=""https://drive.bps.go.id/apps/files/?dir=/%5B02.%20Share%20-%20BPS%20Provinsi%20Aceh%5D/08%20Tim%20Tranformasi%20dan%20Budaya%20Organisasi/Change%27s%20Team/Change%20Agents&amp;fileid=28845742"">SK dan Surat Tugas</a></em></li>
<li>Briefing Rabu Pagi (Berapi) merupakan media diskusi atara pimpinan dan pegawai serta media&nbsp;<em>sharing knowledge</em>&nbsp;di lingkungan BPS Provinsi Aceh.</li>
<li>Diselenggarakan setiap hari rabu secara&nbsp;<em>Offline&nbsp;</em>maupun&nbsp;<em>Online&nbsp;</em>dengan peserta yakni pegawai di BPS Provinsi Aceh dan BPS Kabupaten/Kota se Provinsi Aceh.</li>
<li>Dokumentasi dan Notulensi Berapi Tahun 2024 dapat diakses pada alamat:&nbsp;<a href=""https://drive.bps.go.id/s/iqNYorG3PF56jcL?path=%2FBERAPI"">Kegiatan Berapi</a></li>
</ol>","<ol>
<li>Kegiatan Berapi dilakukan setiap hari Rabu&nbsp; <em><a href=""https://drive.bps.go.id/apps/onlyoffice/s/iqNYorG3PF56jcL?fileId=27849405"">Jadwal BERAPI 2024</a></em></li>
<li>Berapi dilakukan dengan tema yang berbeda setiap minggunya dengan jadwal sebagai berikut:</li>
<li>Minggu 1 : Sharing knowledge bersama kabupaten/kota&nbsp;</li>
<li>Minggu 2 : Internalisasi BerAKHLAK</li>
<li>Minggu 3 : Rabu Aspirasi</li>
<li>Minggu 4 : Internalisasi Indikator Statistik</li>
</ol>",2024-03-26 9:20:35,199509142019032002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
WfvA9ZhJbJG,2024s102,Lokakarya SO ASIK,2024,2024s107,"<p>Ketua Tim: Hendri Achmad Hudori</p>
<p>PJ Kegiatan: Ar Razy Ridha Maulana</p>
<p>Anggota:</p>
<ul>
<li>Azwar</li>
<li>Nyimas Eka Yunia Hasnita</li>
<li>Rubama</li>
<li>Marhami</li>
<li>Nurzakiah</li>
<li>Munandar</li>
<li>Anandika Dian Pramesti</li>
<li>Nelvi Istiqamah</li>
<li>M. Reza</li>
<li>Zulviyana</li>
<li>M. Alimudin</li>
</ul>","<p>Link materi lokakarya:&nbsp;<a href=""https://linktr.ee/lokakarya1100"">s.id/lokakarya1100</a></p>","<table style=""border-collapse: collapse; width: 100.039%;"" border=""1""><colgroup><col style=""width: 5.27265%;""><col style=""width: 61.446%;""><col style=""width: 33.2423%;""></colgroup>
<tbody>
<tr>
<td style=""text-align: center;""><strong>No.</strong></td>
<td style=""text-align: center;""><strong>Judul Lokakarya</strong></td>
<td style=""text-align: center;""><strong>Tanggal</strong></td>
</tr>
<tr>
<td>1</td>
<td>Sosialisasi Hasil SBH 2022</td>
<td>15 Januari 2024</td>
</tr>
<tr>
<td>&nbsp;</td>
<td>&nbsp;</td>
<td>&nbsp;</td>
</tr>
</tbody>
</table>",2024-03-21 11:32:36,199711192021042001,0,,,,,,,,,,,,,,,,,,,,,,,,,,
wUA9Fpo2qcO,2024s104,Survei Kerangka Sampel Area (KSA) Padi dan Jagung (Bulanan),2025,2025s104,"<div class=""judul"">Hendra Gunawan</div>
<div class=""daftar"">
<p>Nilam Humaira</p>
<p>Raiski Ramadhoni</p>
<p>&nbsp;</p>
</div>","<p><span class=""fontstyle0"">Pendataan Statistik Pertanian Tamanan Pangan Terintegrasi Dengan Metode Kerangka Sampel Area (KSA) adalah kegiatan observasi langsung tentang fase tumbuh padi dan jagung pada titik amatan pada sampelterpilih dengan menggunakan moda CAPI.&nbsp;</span></p>
<p>&nbsp;</p>
<p><span class=""fontstyle0"">Pendataan ini menghasilkan indikator penting dalam perencanaan pertanian yaitu&nbsp;</span><span class=""fontstyle2"">luas panen, potensi luas panen, dan luas fase amatan&nbsp;lainnya.</span>&nbsp;</p>
<p>&nbsp;</p>
<p>Tautan Manajemen Survei :&nbsp;<strong><a href=""https://ksapro-manajemen.bps.go.id/"">https://ksapro-manajemen.bps.go.id/</a></strong></p>","<ul>
<li>Persiapan : November- Desember 2024</li>
<li>Pengumpulan Data : Minggu terakhir setian bulan</li>
<li>Pengolahan Data : dalam 5 hari setelah pendataan</li>
<li>Desiminasi : Maret dan November 2025</li>
</ul>",2025-07-25 18:09:19,198607292009022005,0,,,,,,,,,,,,,,,,,,,,,,,,,,
X7Vd1NAqE9c,2024s105,Pemutakhiran Direktori Pasar dan Pusat Perbelanjaan,2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Hani'ah</p>
<p>Anggota&nbsp; &nbsp; : Akhmad Sugito&nbsp;</p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Ferfi Hamdina&nbsp;</p>",<p>Link Dashboard:&nbsp;</p>,"<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan Innas dan Petugas</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>&nbsp;&nbsp;2024</td>
</tr>
</tbody>
</table>",2024-02-05 11:37:50,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
X8mYSeNdX5s,2024s105,Survei Pola Triwulanan Kegiatan Usaha (STKU),2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Hani'ah</p>
<p>Anggota&nbsp; &nbsp; : Akhmad Sugito&nbsp;</p>
<p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Ferfi Hamdina&nbsp;</p>",<p>Link Dashboard:</p>,"<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan Innas dan Petugas</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>
<ul>
<li>Triwulan 1 : 2024</li>
<li>Triwulan 2 : 2024</li>
<li>Triwulan 3 : 2024</li>
<li>Triwulan 4 : 2024</li>
</ul>
</td>
</tr>
</tbody>
</table>",2024-02-05 11:40:15,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
XA8kryTUZH5,2024s105,Survei Harga Produsen Jasa (HPJ),2024,2024s103,"<p>PJK&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;: Mursalina</p>
<p>Anggota&nbsp; &nbsp; : Dwi Susanti</p>","<p>Link Dashboard:&nbsp;<a href=""https://webentry.bps.go.id/shp/"" target=""_blank"" rel=""noopener"">https://webentry.bps.go.id/shp/</a></p>","<table style=""width: 473.984px;"" border=""1"">
<tbody>
<tr>
<td>Pelatihan Innas dan Petugas</td>
<td>&nbsp;Januari 2024</td>
</tr>
<tr>
<td>Pencacahan</td>
<td>&nbsp;Januari - Desember&nbsp;2024</td>
</tr>
</tbody>
</table>",2024-02-05 10:43:26,198411122006042002,0,,,,,,,,,,,,,,,,,,,,,,,,,,
